Manufacturer,Regulatory Class,Vehicle Type,Model Year,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Drivetrain - Front,Drivetrain - 4WD,Drivetrain - Rear,Transmission - Manual,Transmission - Automatic,Transmission - Lockup,.Transmission - CVT (Hybrid),Transmission - Other,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,7+ Gears,Average Number of Gears,Transmission - CVT (Non-Hybrid)
Tesla,All,All,2016,129.54527,96.81841,94.39673,98.72914,0,0,0,5172.598,53.94536,-,384.3064,4.6948,-,0.074306,250.78502,0,0.825,0.175,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Tesla,All,All,2017,132.58211,98.21854,96.37448,99.65706,0,0,0,5211.807,53.77349,-,499.9051,3.7781,-,0.095635,255.75712,0,0.785,0.215,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Tesla,All,All,2018,160.29224,113.67319,116.82017,111.40912,0,0,0,4522.574,50.43325,-,402.7222,4.733,-,0.087602,256.91767,0,0.593,0.407,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Tesla,All,All,2019,167.75661,117.9998,123.774,113.98822,0,0,0,4436.414,49.93446,-,392.2341,4.7738,-,0.087177,261.55247,0,0.544,0.456,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Tesla,All,All,2020,167.20152,119.11247,125.08875,114.96879,0,0,0,4328.028,50.2504,-,394.7501,3.6827,-,0.089792,257.83314,0,0.485,0.515,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Toyota,All,All,1975,21.57703,18.40479,16.65595,21.11441,482.8635,533.56308,420.89736,2748.065,-,124.7054,89.7997,-,0.730334,0.032625,25.45394,0,0,1,0.688,0.312,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,-,-,0
Toyota,All,All,1976,23.96078,20.46137,18.25449,24.00894,434.33067,486.83905,370.15375,2773.17,-,120.1953,86.6217,-,0.731772,0.031161,28.75982,0,0,1,0.642,0.358,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,-,-,0
Toyota,All,All,1977,27.66516,23.58134,21.50372,26.73885,376.86583,413.27737,332.36284,2684.617,-,115.37,82.4472,-,0.730321,0.030561,32.26671,0,0,1,0.773,0.227,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,-,-,0
Toyota,All,All,1978,25.74057,21.92111,20.18973,24.48773,405.40829,440.17436,362.91643,2693.512,-,119.36,85.0033,14.2964,0.727788,0.031425,30.17628,0,0,1,0.724,0.276,0,0,0,1,-,0,0,0,0,0,0,0,0,0,1,-,-,0,-,-,-,-,0
Toyota,All,All,1979,22.87468,19.49317,17.81437,22.03067,455.90327,498.86684,403.39224,2732.782,-,117.9424,83.2299,15.8131,0.717791,0.030321,27.00847,0,0.013,0.987,0.701,0.299,0,0,0,0.953,-,0.047,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.2,0
Toyota,All,All,1980,25.93157,22.0682,20.51616,24.31652,402.70617,433.17077,365.47167,2672.38,-,119.0906,81.4815,16.1296,0.684649,0.030381,29.89343,0.145,0.067,0.788,0.699,0.301,0,0,0,0.959,-,0.041,0,0,0,0,0,0,0,0,1,-,-,0,-,-,0,4.2,0
Toyota,All,All,1981,29.90514,25.4353,23.80801,27.75383,350.42655,374.32922,321.21217,2621.451,-,119.4931,79.2777,16.3769,0.664494,0.029989,33.66208,0.167,0.064,0.77,0.653,0.347,0,0,0,0.925,-,0.052,0,0,0.023,0,0,0,0,0,0.977,-,-,0,-,-,0,4.3,0
Toyota,All,All,1982,29.10399,24.76786,23.01233,27.31465,359.89069,387.28023,326.41459,2676.957,-,123.7721,83.8519,17.0976,0.676372,0.031008,33.39384,0.196,0.086,0.718,0.644,0.323,0.033,0,0,0.876,-,0.1,0,0,0.024,0,0,0,0,0,0.976,-,-,0,-,-,0,4.4,0
Toyota,All,All,1983,30.53877,25.96838,24.37591,28.22181,342.57487,364.93627,315.24428,2753.569,-,121.9118,87.7072,15.5958,0.715741,0.031399,36.11493,0.22,0.335,0.446,0.65,0.257,0.092,0,0,0.691,-,0.301,0,0,0.008,0,0,0,0,0,0.992,-,-,0,-,-,0,4.4,0
Toyota,All,All,1984,29.66802,25.23203,23.63946,27.49606,352.82784,376.58823,323.78736,2845.045,-,124.9914,90.7167,15.4033,0.723108,0.031633,36.417,0.36,0.145,0.496,0.582,0.122,0.296,0,0,0.611,-,0.372,0,0,0.017,0,0,0,0,0,0.983,-,-,0,-,-,0,4.3,0
Toyota,All,All,1985,30.04964,25.56374,23.86194,28.00485,347.884,372.68535,317.57124,2888.522,-,125.9362,96.4441,14.9185,0.760393,0.033059,37.23485,0.219,0.29,0.491,0.568,0.103,0.329,0,0,0.513,-,0.481,0,0,0.006,0,0,0,0,0,0.994,-,-,0,-,-,0,4.4,0
Toyota,All,All,1986,29.43332,24.93252,23.2506,27.27845,356.48275,382.27059,325.82522,2959.241,-,126.6635,101.2203,13.8069,0.797547,0.034042,37.13804,0.485,0.155,0.36,0.537,0.076,0.386,0,0,0.476,-,0.523,0,0,0.001,0,0,0,0,0,0.999,-,-,0,0.087,-,0,4.3,0
Toyota,All,All,1987,30.01734,25.33475,23.43986,27.95104,350.783,379.1405,317.94883,2965.946,-,125.3795,106.6294,13.5775,0.852163,0.035705,37.97189,0.522,0.16,0.318,0.507,0.046,0.447,0,0,0.492,-,0.508,0,0,0,0,0,0,0,0,1,-,-,0,0.443,-,0,4.3,0
Toyota,All,All,1988,29.64886,24.9162,23.04659,27.42418,356.67551,385.61023,324.05708,2941.855,-,123.0649,107.9253,13.4929,0.882379,0.036492,37.00906,0.656,0.158,0.186,0.47,0.031,0.499,0,0,0.438,-,0.562,0,0,0,0,0,0,0,0,1,-,-,0,0.628,-,0,4.2,0
Toyota,All,All,1989,28.90223,24.1974,22.31366,26.67125,367.27081,398.27615,333.20518,3004.059,-,125.7922,113.8561,12.7517,0.908008,0.037664,36.75377,0.66,0.14,0.2,0.409,0.021,0.57,0,0,0.377,-,0.623,0,0,0,0,0,0,0,0,1,-,-,0,0.729,-,0,4.2,0
Toyota,All,All,1990,27.80519,23.21972,21.1883,25.88243,382.73503,419.42963,343.36034,3132.348,-,131.699,123.8319,11.659,0.948244,0.0392,36.68648,0.694,0.143,0.163,0.332,0.014,0.654,0,0,0.117,-,0.883,0,0,0,0,0,0,0,0,1,-,-,0,0.76,-,0,4.1,0
Toyota,All,All,1991,27.53834,22.91283,20.85011,25.55949,387.86134,426.23285,347.69867,3173.372,-,132.064,123.8857,11.8407,0.948553,0.038915,36.56654,0.592,0.138,0.271,0.344,0.016,0.64,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.699,-,0,4.1,0
Toyota,All,All,1992,26.76605,22.21555,20.04598,24.98002,400.03518,443.33084,355.76428,3241.907,-,135.7136,130.7063,11.3853,0.968989,0.040037,36.19149,0.457,0.118,0.426,0.308,0.014,0.678,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.752,-,0,4.1,0
Toyota,All,All,1993,26.68567,22.0885,19.76841,25.02261,402.33611,449.55563,355.15885,3284.61,-,139.9063,135.862,10.4044,0.977424,0.041081,36.56299,0.66,0.125,0.215,0.309,0.015,0.676,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.723,-,0,4.2,0
Toyota,All,All,1994,26.36993,21.75007,19.42613,24.62261,408.59647,457.4767,360.92848,3316.924,-,141.093,131.4325,10.5929,0.940017,0.039485,36.36895,0.643,0.18,0.177,0.317,0.023,0.66,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.827,-,0,4.2,0
Toyota,All,All,1995,27.00011,22.19012,19.69382,25.23752,400.49348,451.25841,352.13443,3369.26,-,145.7275,140.8198,10.8834,0.98001,0.041757,37.77531,0.454,0.152,0.394,0.19,0.019,0.792,0,0,0,-,1,0,0,0,0,0,0,0,0,1,-,-,0,0.966,-,0,4.1,0
Toyota,All,All,1996,27.36902,22.3944,19.86011,25.40865,396.8403,447.47985,349.76276,3321.803,-,146.8563,142.0391,10.86,0.976275,0.042463,37.404,0.704,0.158,0.139,0.17,0.025,0.805,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,-,0,4,0
Toyota,All,All,1997,27.11394,22.116,19.52884,25.14104,401.83572,455.0706,353.48573,3371.21,-,150.1957,148.8819,10.668,0.99734,0.043696,37.64412,0.727,0.151,0.122,0.133,0.019,0.848,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0.001,-,0,1,-,0,4,0
Toyota,All,All,1998,27.41712,22.2846,19.57618,25.4034,398.79561,453.97017,349.83507,3455.037,-,154.993,158.0263,10.6157,1.023382,0.045499,38.91981,0.68,0.16,0.16,0.124,0.029,0.847,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,-,0,4.1,0
Toyota,All,All,1999,27.13057,21.96844,19.2775,24.99183,404.5348,461.00372,355.59622,3535.654,-,157.2749,163.282,10.5634,1.040981,0.045984,39.14386,0.674,0.192,0.134,0.097,0.016,0.887,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0.016,-,0,1,-,0,4.1,0
Toyota,All,All,2000,26.23287,21.19307,18.52789,24.13302,419.3352,479.65536,368.25066,3623.325,-,166.0521,171.1562,9.8724,1.050055,0.047236,38.72476,0.66,0.195,0.145,0.092,0.013,0.896,0,0,0,-,1,0,0,0,0,0,0,0,0,1,0,-,0,1,0.437,0,4.1,0
Toyota,All,All,2001,26.45849,21.27654,18.59637,24.1561,417.69006,477.88897,367.89884,3638.657,-,165.4427,174.7093,9.7125,1.072533,0.047896,39.31152,0.608,0.208,0.184,0.074,0.013,0.903,0.01,0,0,-,1,0,0,0,0,0,0,0,0.01,0.99,0,-,0,1,0.535,0,4.1,0
Toyota,All,All,2002,26.02169,20.86869,18.16645,23.72074,425.85331,489.19841,374.65107,3732.33,-,175.764,183.6701,9.6035,1.066283,0.049197,39.53541,0.606,0.199,0.196,0.061,0.012,0.915,0.013,0,0,-,1,0,0,0,0,0,0,0,0.013,0.987,0,-,0,1,0.676,0,4.1,0
Toyota,All,All,2003,27.12621,21.65375,18.73802,24.68839,410.41394,474.27631,359.96683,3623.635,-,169.9895,178.3511,9.4375,1.082779,0.049111,39.76085,0.639,0.193,0.167,0.064,0.012,0.917,0.007,0,0,-,1,0,0,0,0,0,0,0,0.007,0.993,0,-,0,1,0.755,0,4.2,0
Toyota,All,All,2004,26.61251,21.20695,18.22797,24.26878,419.06078,487.54735,366.19065,3862.469,-,181.372,190.6655,9.3348,1.073822,0.049114,41.62583,0.618,0.237,0.145,0.049,0.011,0.916,0.023,0,0,-,1,0,0,0,0,0,0,0,0.023,0.977,0,-,0,1,0.795,0,4.4,0
Toyota,All,All,2005,28.77135,22.73632,19.52704,25.95422,390.8724,455.11249,342.41058,3711.257,-,171.5238,186.0053,9.1637,1.093397,0.049269,43.1325,0.694,0.189,0.118,0.065,0,0.882,0.052,0,0,-,1,0,0,0,0,0,0,0,0.052,0.948,0,-,0,1,0.985,0,4.7,0
Toyota,All,All,2006,28.41561,22.41368,19.41365,25.3714,396.49892,457.77075,350.27631,3810.924,-,177.4516,189.3354,9.2415,1.079473,0.048934,43.52439,0.608,0.23,0.162,0.062,0,0.864,0.073,0,0,-,1,0,0,0,0,0,0,0,0.073,0.927,0,-,0,1,1,0,4.8,0
Toyota,All,All,2007,29.56732,23.30101,20.09745,26.48595,381.39976,442.19533,335.53643,3807.702,-,178.2738,199.526,9.0413,1.116224,0.051101,45.3521,0.662,0.21,0.128,0.047,0,0.859,0.094,0,0,-,1,0,0,0,0,0,0,0,0.095,0.905,0,-,0,1,0.966,0.012,5,0
Toyota,All,All,2008,28.96868,22.82157,19.78074,25.81536,389.41227,449.27539,344.25237,3953.414,48.34014,186.3245,211.7754,8.9321,1.128045,0.051926,46.24103,0.595,0.273,0.132,0.046,0,0.839,0.115,0,0,0.004,0.996,0,0,0,0,0,0,0,0.116,0.884,0,-,0,1,0.922,0.015,5,0
Toyota,All,All,2009,32.42166,25.44052,21.86843,29.01601,349.32464,406.38491,306.27918,3611.979,46.08185,155.8221,179.7139,9.2377,1.146391,0.048676,46.75525,0.773,0.169,0.057,0.043,0,0.876,0.08,0,0,0.021,0.979,0,0,0,0,0,0,0,0.081,0.919,0,-,0,1,0.955,0.006,4.8,0
Toyota,All,All,2010,32.41936,25.37782,21.9916,28.71311,350.18762,404.1089,309.51016,3821.196,47.15099,167.2883,193.6058,9.1055,1.150745,0.049346,50.85126,0.688,0.235,0.077,0.025,0,0.833,0.142,0,0,0.016,0.984,0,0,0,0,0,0,0,0.142,0.858,0,-,0,1,1,0.006,5,0
Toyota,All,All,2011,30.56467,23.93186,20.57297,27.2935,371.34596,431.9745,325.60864,3959.816,48.69176,178.7131,208.8389,8.7855,1.163973,0.051737,48.76766,0.68,0.247,0.073,0.015,0,0.896,0.089,0,0,0.023,0.977,0,0,0,0,0,0,0,0.089,0.911,0,-,0,1,1,0.005,5.4,0
Toyota,All,All,2012,32.90377,25.47293,22.25658,28.58972,348.85487,399.27441,310.81908,3860.225,48.01394,171.0762,196.0483,8.9514,1.1384,0.049597,51.39988,0.695,0.236,0.07,0.014,0,0.819,0.155,0,0,0.013,0.986,0,0,0,0,0.007,0,0,0.155,0.838,0,0,0,1,1,0.004,5.3,0.012
